TransactionID,OrderDate,Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,Rating
5444,2024-02-08,Asia-Pacific,MSI,Gaming Laptop,M2,Intel Iris,16,256,Windows 10,Silver,Retail Store,Debit Card,956.49,20,765.19,1,765.19,Student,5
5445,2022-05-10,Asia-Pacific,Dell,All-in-One,Ryzen 9,AMD Radeon Vega,4,256,Linux,Blue,Reseller,Debit Card,1763.3,15,1498.8,3,4496.4,Student,2
5446,2023-09-08,Asia-Pacific,Asus,Desktop,Ryzen 9,NVIDIA RTX 3060,32,1024,Windows 10,White,Online,Debit Card,2147.79,15,1825.62,3,5476.86,Student,1
5447,2023-11-25,Europe,Apple,Laptop,i7,NVIDIA RTX 3060,32,256,macOS,Black,Retail Store,Credit Card,2796.18,15,2376.75,3,7130.25,Professional,4
5448,2024-05-16,North America,Dell,Laptop,i5,Intel UHD,8,1024,Linux,Gray,Retail Store,Credit Card,1304.18,5,1238.97,2,2477.94,Professional,4
5449,2025-09-19,Asia-Pacific,Dell,Laptop,Ryzen 5,AMD Radeon Vega,8,1024,Windows 11,Blue,Reseller,PayPal,2372.08,20,1897.66,2,3795.32,Student,3
5450,2024-11-25,Europe,MSI,All-in-One,M1,Intel UHD,16,2048,Linux,White,Retail Store,Bank Transfer,1458.8,10,1312.92,3,3938.76,Professional,2
5451,2025-06-26,North America,Acer,All-in-One,i5,AMD Radeon Vega,4,2048,Linux,Silver,Online,Debit Card,1639.29,0,1639.29,3,4917.87,Gamer,5
5452,2024-11-11,Europe,Acer,Laptop,i5,NVIDIA RTX 3060,32,1024,macOS,Silver,Reseller,Bank Transfer,1624.11,15,1380.49,3,4141.47,Enterprise,5
5453,2025-05-09,Europe,Samsung,All-in-One,i9,NVIDIA RTX 3060,16,2048,Windows 11,Blue,Reseller,PayPal,1951,15,1658.35,1,1658.35,Enterprise,1
5454,2020-09-24,North America,Dell,Desktop,Ryzen 9,AMD Radeon Vega,8,256,Linux,Gray,Reseller,Credit Card,1257.94,5,1195.04,3,3585.12,Enterprise,2
5455,2020-09-23,Europe,Dell,Desktop,M2,Intel UHD,4,2048,macOS,Silver,Reseller,PayPal,950.71,10,855.64,2,1711.28,Student,2
5456,2021-03-21,North America,Samsung,Laptop,Ryzen 9,NVIDIA RTX 3060,4,1024,Windows 10,Gray,Reseller,Debit Card,1978.74,20,1582.99,2,3165.98,Enterprise,2
5457,2024-08-31,North America,Microsoft,All-in-One,Ryzen 3,Intel UHD,32,256,Linux,White,Online,Debit Card,728.08,20,582.46,3,1747.38,Gamer,5
5458,2022-08-20,Europe,Samsung,All-in-One,M1,NVIDIA RTX 3060,8,1024,Linux,Silver,Retail Store,Bank Transfer,910.77,15,774.15,1,774.15,Enterprise,2
5459,2024-10-17,North America,Apple,All-in-One,i9,NVIDIA RTX 2060,4,256,macOS,Blue,Online,Debit Card,2126.39,20,1701.11,3,5103.33,Enterprise,4
5460,2022-12-24,North America,Asus,Laptop,M1,NVIDIA GTX 1650,16,2048,Windows 11,Silver,Online,Bank Transfer,600.45,10,540.41,1,540.41,Gamer,2
5461,2022-04-04,North America,Samsung,All-in-One,i5,NVIDIA RTX 2060,16,1024,Windows 11,White,Online,Bank Transfer,2654.43,15,2256.27,3,6768.81,Enterprise,1
5462,2025-05-20,North America,Apple,Desktop,i5,AMD Radeon Vega,8,512,macOS,White,Online,Bank Transfer,2170.62,10,1953.56,2,3907.12,Professional,4
5463,2022-01-21,North America,Dell,Desktop,Ryzen 3,NVIDIA RTX 2060,4,256,Windows 10,Silver,Online,Credit Card,523.71,5,497.52,3,1492.56,Student,2
5464,2025-02-17,Asia-Pacific,MSI,All-in-One,Ryzen 3,NVIDIA GTX 1650,8,2048,macOS,Blue,Retail Store,Debit Card,2533.58,15,2153.54,3,6460.62,Enterprise,2
5465,2021-11-22,Asia-Pacific,HP,Desktop,Ryzen 9,NVIDIA RTX 2060,8,2048,Linux,Black,Retail Store,Bank Transfer,1729.31,5,1642.84,1,1642.84,Gamer,1
5466,2022-03-25,North America,Asus,All-in-One,M1,NVIDIA RTX 2060,8,512,macOS,Gray,Reseller,PayPal,1860.95,15,1581.81,3,4745.43,Professional,4
5467,2024-01-18,North America,Razer,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,32,2048,Windows 10,Black,Online,Debit Card,644.5,20,515.6,3,1546.8,Gamer,5
5468,2022-12-04,Asia-Pacific,HP,Desktop,Ryzen 3,AMD Radeon Vega,4,1024,macOS,Blue,Online,Debit Card,1620.66,0,1620.66,2,3241.32,Enterprise,2
5469,2020-12-22,Europe,Samsung,Gaming Laptop,M1,Intel Iris,8,1024,Windows 10,Gray,Online,PayPal,554.6,5,526.87,3,1580.61,Student,5
5470,2024-09-13,Asia-Pacific,MSI,Desktop,i5,Intel Iris,4,512,Windows 11,Black,Reseller,Bank Transfer,2143.11,10,1928.8,2,3857.6,Professional,3
5471,2025-08-20,Asia-Pacific,Razer,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,macOS,Blue,Online,Bank Transfer,2720.03,0,2720.03,1,2720.03,Enterprise,2
5472,2021-01-09,Asia-Pacific,Samsung,All-in-One,Ryzen 3,AMD Radeon Vega,32,512,macOS,Gray,Reseller,Debit Card,2984.88,15,2537.15,2,5074.3,Gamer,3
5473,2025-09-28,Asia-Pacific,Lenovo,Laptop,M1,Intel UHD,4,512,Windows 10,Black,Online,Bank Transfer,1916.73,0,1916.73,1,1916.73,Gamer,2
5474,2021-09-01,Europe,Microsoft,Laptop,i7,Intel UHD,4,256,macOS,Silver,Reseller,Debit Card,2912.17,20,2329.74,3,6989.22,Student,2
5475,2024-12-27,Asia-Pacific,Apple,Desktop,M1,NVIDIA GTX 1650,16,512,macOS,White,Online,Debit Card,2337.27,0,2337.27,1,2337.27,Enterprise,2
5476,2023-07-29,Asia-Pacific,Asus,Desktop,M1,NVIDIA RTX 3060,16,1024,Windows 11,Blue,Reseller,Bank Transfer,2155.27,15,1831.98,3,5495.94,Professional,1
5477,2025-08-26,North America,Asus,Gaming Laptop,M2,NVIDIA RTX 3060,4,256,Linux,Blue,Reseller,Debit Card,542.48,0,542.48,2,1084.96,Enterprise,2
5478,2021-09-17,Asia-Pacific,Acer,Laptop,Ryzen 5,Intel UHD,32,1024,Linux,Gray,Retail Store,Credit Card,812.79,5,772.15,3,2316.45,Student,5
5479,2022-12-24,North America,Microsoft,Gaming Laptop,i3,NVIDIA RTX 3060,4,2048,Windows 11,Silver,Retail Store,Credit Card,2568.04,10,2311.24,1,2311.24,Student,2
5480,2022-04-06,Asia-Pacific,MSI,Gaming Laptop,i3,AMD Radeon Vega,8,2048,Windows 10,Silver,Retail Store,PayPal,2064.45,15,1754.78,2,3509.56,Enterprise,4
5481,2021-01-03,Europe,MSI,Laptop,M2,Intel Iris,16,2048,Windows 11,Silver,Reseller,Debit Card,1805.88,5,1715.59,1,1715.59,Enterprise,5
5482,2025-06-28,Asia-Pacific,Lenovo,All-in-One,Ryzen 7,Intel UHD,8,2048,Windows 11,Blue,Retail Store,Credit Card,402.05,10,361.85,1,361.85,Professional,1
5483,2021-04-27,North America,HP,Desktop,Ryzen 9,NVIDIA RTX 3060,4,1024,Windows 11,Silver,Reseller,Debit Card,2190.92,20,1752.74,1,1752.74,Enterprise,5
5484,2022-03-15,Europe,Acer,All-in-One,Ryzen 3,NVIDIA GTX 1650,8,1024,Windows 10,Silver,Reseller,Debit Card,441.1,5,419.05,3,1257.15,Professional,3
5485,2024-06-09,Asia-Pacific,Dell,Laptop,Ryzen 5,NVIDIA RTX 3060,32,256,Windows 11,Gray,Reseller,Debit Card,808.07,10,727.26,1,727.26,Professional,3
5486,2020-04-12,Europe,Microsoft,Desktop,i9,Intel Iris,4,256,Windows 10,Black,Online,Bank Transfer,2004.36,10,1803.92,2,3607.84,Professional,2
5487,2021-12-29,Asia-Pacific,Microsoft,Desktop,i5,AMD Radeon Vega,4,256,Windows 10,Blue,Reseller,PayPal,1591.08,15,1352.42,1,1352.42,Enterprise,4
5488,2020-04-14,Europe,Dell,Desktop,i9,AMD Radeon Vega,4,2048,Windows 10,Silver,Online,Debit Card,1694.36,10,1524.92,1,1524.92,Student,4
5489,2023-03-12,Europe,Asus,Desktop,Ryzen 7,NVIDIA RTX 2060,16,1024,Windows 11,Gray,Reseller,Bank Transfer,1734.78,5,1648.04,3,4944.12,Enterprise,1
5490,2021-04-15,North America,Microsoft,All-in-One,i9,Intel UHD,32,512,macOS,Silver,Online,Credit Card,2419.03,5,2298.08,3,6894.24,Gamer,4
5491,2024-09-06,Europe,Asus,All-in-One,Ryzen 3,NVIDIA RTX 3060,8,1024,Windows 11,Black,Retail Store,PayPal,2227.38,10,2004.64,2,4009.28,Enterprise,4
5492,2020-06-14,Asia-Pacific,Apple,All-in-One,M1,Intel UHD,32,2048,macOS,White,Retail Store,PayPal,1716.68,15,1459.18,2,2918.36,Student,4
5493,2020-08-24,Europe,Microsoft,All-in-One,i9,NVIDIA RTX 3060,8,512,Linux,Black,Reseller,Credit Card,907.41,20,725.93,2,1451.86,Gamer,5
5494,2021-07-15,Europe,Samsung,Laptop,Ryzen 3,NVIDIA RTX 3060,32,2048,macOS,Silver,Reseller,Credit Card,537.76,10,483.98,2,967.96,Professional,3
5495,2025-08-31,Europe,Apple,All-in-One,M1,Intel UHD,32,1024,macOS,White,Retail Store,Credit Card,2717.58,5,2581.7,1,2581.7,Enterprise,4
5496,2020-11-30,Europe,Acer,All-in-One,i3,AMD Radeon Vega,8,2048,Windows 11,White,Online,PayPal,1345.91,15,1144.02,3,3432.06,Professional,3
5497,2024-07-05,Europe,Microsoft,Desktop,Ryzen 3,AMD Radeon Vega,32,2048,Windows 10,White,Reseller,PayPal,1107.07,15,941.01,2,1882.02,Professional,5
5498,2022-07-15,Europe,Lenovo,Gaming Laptop,M1,Intel Iris,8,256,Windows 10,White,Retail Store,Credit Card,2585.27,20,2068.22,1,2068.22,Gamer,1
5499,2021-07-07,Asia-Pacific,MSI,All-in-One,i9,NVIDIA GTX 1650,4,2048,macOS,Gray,Retail Store,Debit Card,2235.04,20,1788.03,3,5364.09,Professional,2
5500,2025-10-01,Asia-Pacific,MSI,Desktop,i3,AMD Radeon Vega,32,512,Windows 10,White,Reseller,Credit Card,2168.02,20,1734.42,1,1734.42,Enterprise,3
5501,2023-12-15,North America,HP,All-in-One,Ryzen 9,AMD Radeon Vega,32,256,Linux,Black,Reseller,Credit Card,1327.39,0,1327.39,1,1327.39,Gamer,2
5502,2025-01-23,Europe,MSI,All-in-One,Ryzen 7,AMD Radeon Vega,4,1024,macOS,Blue,Retail Store,Bank Transfer,2662.9,5,2529.76,2,5059.52,Enterprise,3
5503,2023-07-12,Europe,Dell,Laptop,i5,AMD Radeon Vega,16,1024,macOS,Silver,Online,Debit Card,1338.42,10,1204.58,2,2409.16,Student,4
5504,2023-06-16,Asia-Pacific,Dell,Gaming Laptop,i3,Intel UHD,16,512,Linux,Black,Retail Store,Credit Card,2264.19,15,1924.56,1,1924.56,Professional,5
5505,2024-11-27,Europe,HP,All-in-One,i7,Intel UHD,16,1024,Windows 11,Blue,Online,Bank Transfer,2722.18,10,2449.96,2,4899.92,Student,3
5506,2021-11-01,North America,Acer,Gaming Laptop,M1,Intel Iris,4,2048,macOS,Black,Reseller,Bank Transfer,1344.73,15,1143.02,1,1143.02,Student,2
5507,2021-02-21,Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,16,256,macOS,Silver,Retail Store,Debit Card,1608.88,5,1528.44,2,3056.88,Professional,5
5508,2023-06-18,North America,Asus,Desktop,Ryzen 5,NVIDIA RTX 2060,16,2048,macOS,White,Online,Bank Transfer,1389.64,5,1320.16,2,2640.32,Enterprise,2
5509,2020-07-16,Asia-Pacific,Apple,Gaming Laptop,i9,NVIDIA RTX 2060,8,1024,macOS,Gray,Reseller,Credit Card,1877.11,0,1877.11,3,5631.33,Enterprise,5
5510,2022-03-25,Asia-Pacific,Razer,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,8,2048,Linux,White,Reseller,Bank Transfer,985.76,15,837.9,1,837.9,Professional,3
5511,2020-09-12,Asia-Pacific,Razer,Desktop,i7,Intel UHD,8,512,Linux,Gray,Online,Debit Card,1682.88,5,1598.74,2,3197.48,Gamer,5
5512,2022-04-05,Asia-Pacific,Razer,Gaming Laptop,i9,NVIDIA RTX 2060,8,1024,Linux,Black,Online,Debit Card,541.33,0,541.33,3,1623.99,Enterprise,3
5513,2025-02-13,Europe,Lenovo,Desktop,Ryzen 3,AMD Radeon Vega,4,512,Windows 11,Silver,Reseller,Debit Card,1440.43,10,1296.39,3,3889.17,Student,4
5514,2020-10-28,Europe,Acer,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,32,512,Linux,Black,Online,Credit Card,2610.52,5,2479.99,3,7439.97,Gamer,1
5515,2024-07-30,Asia-Pacific,MSI,Desktop,i3,Intel UHD,4,512,Windows 10,Silver,Online,Credit Card,1958.23,15,1664.5,1,1664.5,Enterprise,3
5516,2021-02-20,Europe,MSI,Gaming Laptop,i3,NVIDIA RTX 2060,4,1024,macOS,Silver,Retail Store,Bank Transfer,1449.31,0,1449.31,3,4347.93,Student,3
5517,2020-09-06,North America,Dell,All-in-One,Ryzen 9,Intel Iris,16,1024,Linux,Gray,Retail Store,Credit Card,513.86,15,436.78,2,873.56,Student,4
5518,2024-08-17,Europe,Microsoft,All-in-One,M2,Intel Iris,4,256,Windows 10,Silver,Reseller,Bank Transfer,1987.68,20,1590.14,3,4770.42,Professional,5
5519,2022-04-19,Europe,HP,All-in-One,i9,AMD Radeon Vega,32,1024,Linux,Gray,Online,PayPal,649.27,0,649.27,3,1947.81,Gamer,3
5520,2021-01-16,Asia-Pacific,Acer,Desktop,Ryzen 3,Intel Iris,32,512,Windows 11,Silver,Retail Store,PayPal,1918.46,0,1918.46,2,3836.92,Student,1
5521,2024-01-08,Europe,Dell,Desktop,Ryzen 5,NVIDIA GTX 1650,32,1024,macOS,White,Reseller,Debit Card,1127.29,0,1127.29,1,1127.29,Professional,3
5522,2023-02-28,Asia-Pacific,Apple,Gaming Laptop,i5,Intel UHD,32,512,macOS,Blue,Online,Debit Card,1254.8,10,1129.32,3,3387.96,Gamer,5
5523,2024-06-05,Asia-Pacific,HP,Desktop,i5,NVIDIA GTX 1650,32,512,Linux,White,Reseller,Debit Card,811.53,20,649.22,3,1947.66,Enterprise,2
5524,2024-11-12,Asia-Pacific,Lenovo,Desktop,i5,AMD Radeon Vega,16,2048,Windows 10,Silver,Retail Store,PayPal,2860.6,15,2431.51,2,4863.02,Professional,5
5525,2020-12-14,Asia-Pacific,MSI,Gaming Laptop,M1,NVIDIA RTX 3060,4,2048,Windows 11,White,Retail Store,Credit Card,1396.94,5,1327.09,2,2654.18,Student,3
5526,2022-01-10,Europe,Asus,Gaming Laptop,M1,Intel UHD,16,2048,Windows 10,White,Online,Debit Card,1937.42,15,1646.81,1,1646.81,Student,1
5527,2021-08-28,Asia-Pacific,Microsoft,Desktop,Ryzen 3,AMD Radeon Vega,4,256,Windows 11,White,Reseller,Bank Transfer,641.63,20,513.3,1,513.3,Enterprise,1
5528,2021-02-15,North America,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,2048,macOS,Silver,Reseller,Credit Card,1283.03,20,1026.42,2,2052.84,Enterprise,5
5529,2020-01-15,North America,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 2060,8,512,Windows 11,Silver,Online,Debit Card,1354.24,0,1354.24,2,2708.48,Gamer,4
5530,2022-02-25,Asia-Pacific,Razer,Gaming Laptop,Ryzen 5,Intel UHD,16,1024,macOS,White,Reseller,Bank Transfer,833.14,5,791.48,1,791.48,Gamer,5
5531,2021-01-06,Asia-Pacific,Acer,Desktop,i7,Intel UHD,16,512,macOS,Silver,Online,Debit Card,2443.1,15,2076.63,2,4153.26,Gamer,2
5532,2024-04-25,North America,Razer,All-in-One,i7,NVIDIA RTX 3060,16,256,Windows 10,Black,Reseller,Credit Card,2421.56,5,2300.48,2,4600.96,Enterprise,4
5533,2020-05-24,Asia-Pacific,Asus,Gaming Laptop,Ryzen 5,Intel UHD,32,2048,Linux,Blue,Reseller,Credit Card,2947.83,10,2653.05,2,5306.1,Professional,4
5534,2022-09-16,North America,Apple,All-in-One,i5,Intel UHD,8,512,macOS,Blue,Retail Store,Debit Card,2643.54,5,2511.36,1,2511.36,Enterprise,4
5535,2022-10-06,Asia-Pacific,Asus,Desktop,i5,AMD Radeon Vega,16,1024,Linux,Silver,Online,Credit Card,1307.11,15,1111.04,2,2222.08,Professional,2
5536,2020-05-05,North America,Lenovo,Gaming Laptop,Ryzen 9,AMD Radeon Vega,32,256,Windows 11,Silver,Reseller,Credit Card,2808.71,20,2246.97,2,4493.94,Gamer,1
5537,2024-06-30,North America,MSI,All-in-One,Ryzen 9,Intel UHD,4,256,Windows 10,Silver,Reseller,Debit Card,1513.36,15,1286.36,1,1286.36,Student,5
5538,2021-07-09,North America,MSI,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,Linux,Blue,Retail Store,Bank Transfer,849.66,5,807.18,3,2421.54,Professional,2
5539,2020-10-04,Asia-Pacific,Lenovo,Desktop,i7,NVIDIA RTX 3060,4,1024,Windows 11,Black,Retail Store,Credit Card,2839.4,10,2555.46,1,2555.46,Gamer,2
5540,2024-05-04,North America,Microsoft,Gaming Laptop,M2,NVIDIA GTX 1650,4,512,Windows 11,Silver,Online,PayPal,1557.23,20,1245.78,1,1245.78,Professional,3
5541,2025-06-27,Europe,Samsung,Gaming Laptop,i9,Intel UHD,8,2048,Linux,Gray,Retail Store,Bank Transfer,1837.67,0,1837.67,2,3675.34,Student,5
5542,2022-07-27,North America,Lenovo,Laptop,i7,NVIDIA GTX 1650,16,256,macOS,Silver,Reseller,Bank Transfer,1550.25,10,1395.23,2,2790.46,Student,5
5543,2021-08-31,Asia-Pacific,Lenovo,All-in-One,M1,Intel Iris,16,512,Windows 10,Blue,Reseller,Debit Card,1019.74,20,815.79,3,2447.37,Gamer,5
5544,2024-06-13,Asia-Pacific,Apple,Laptop,M2,AMD Radeon Vega,4,512,macOS,Gray,Online,Bank Transfer,885.34,0,885.34,2,1770.68,Enterprise,5
5545,2025-08-01,Europe,Samsung,Laptop,Ryzen 3,NVIDIA RTX 3060,32,2048,Windows 11,Silver,Retail Store,Debit Card,2062.54,5,1959.41,1,1959.41,Student,5
5546,2024-03-24,North America,Acer,All-in-One,i7,Intel UHD,4,256,Windows 10,White,Online,Credit Card,755.7,15,642.35,1,642.35,Student,3
5547,2024-01-03,Europe,MSI,Desktop,i9,NVIDIA RTX 3060,32,2048,Windows 10,Black,Retail Store,PayPal,1262.83,10,1136.55,2,2273.1,Professional,3
5548,2020-09-10,North America,Apple,Desktop,Ryzen 5,NVIDIA RTX 2060,16,256,macOS,Gray,Online,PayPal,762.22,15,647.89,2,1295.78,Enterprise,3
5549,2024-02-06,Europe,Acer,Laptop,Ryzen 3,NVIDIA GTX 1650,32,256,Windows 11,White,Online,Bank Transfer,574.83,20,459.86,1,459.86,Student,3
5550,2024-06-03,North America,Samsung,All-in-One,Ryzen 5,NVIDIA RTX 2060,8,1024,Linux,White,Online,Credit Card,2596.84,10,2337.16,3,7011.48,Student,2
5551,2021-08-30,Europe,Asus,Laptop,Ryzen 5,Intel Iris,4,1024,Windows 11,Blue,Online,PayPal,2252.41,20,1801.93,2,3603.86,Student,2
5552,2024-04-08,Europe,Apple,Laptop,Ryzen 9,Intel UHD,16,1024,macOS,Silver,Reseller,Credit Card,2870.21,10,2583.19,1,2583.19,Enterprise,2
5553,2025-08-28,North America,Samsung,All-in-One,i3,Intel UHD,16,512,Windows 10,Gray,Online,PayPal,1828.99,5,1737.54,2,3475.08,Enterprise,5
5554,2021-07-13,Asia-Pacific,MSI,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,16,512,macOS,Gray,Reseller,Credit Card,1447.49,5,1375.12,1,1375.12,Professional,2
5555,2023-02-17,Asia-Pacific,Acer,All-in-One,Ryzen 9,NVIDIA RTX 2060,32,512,Windows 10,Blue,Online,Credit Card,2237.54,5,2125.66,2,4251.32,Enterprise,1
5556,2022-09-04,Asia-Pacific,MSI,Desktop,Ryzen 3,AMD Radeon Vega,32,2048,Linux,White,Retail Store,PayPal,1739.95,5,1652.95,2,3305.9,Professional,4
5557,2024-10-02,North America,Lenovo,Laptop,Ryzen 9,Intel UHD,4,1024,Windows 10,Black,Reseller,Debit Card,884.4,0,884.4,3,2653.2,Gamer,2
5558,2022-02-08,Europe,Lenovo,Desktop,Ryzen 3,NVIDIA RTX 2060,4,2048,Windows 11,Blue,Retail Store,Debit Card,1738.85,0,1738.85,1,1738.85,Gamer,2
5559,2022-04-08,Europe,Razer,All-in-One,M2,Intel UHD,32,256,Linux,Gray,Online,Debit Card,444.63,15,377.94,3,1133.82,Professional,2
5560,2020-03-27,North America,Razer,All-in-One,Ryzen 3,Intel UHD,8,512,Windows 11,Silver,Retail Store,Credit Card,599.51,10,539.56,1,539.56,Student,5
5561,2022-02-09,North America,Samsung,Laptop,i3,Intel Iris,4,1024,Windows 10,White,Online,Debit Card,556.86,5,529.02,2,1058.04,Student,3
5562,2022-03-18,Europe,Microsoft,All-in-One,M2,NVIDIA GTX 1650,8,2048,macOS,Gray,Retail Store,Debit Card,2210.36,15,1878.81,2,3757.62,Student,5
5563,2020-07-14,Asia-Pacific,Lenovo,Gaming Laptop,M2,NVIDIA GTX 1650,16,2048,macOS,White,Online,Debit Card,1013.57,20,810.86,2,1621.72,Enterprise,1
5564,2020-09-29,Europe,Lenovo,Laptop,i3,NVIDIA RTX 3060,16,512,macOS,White,Reseller,Credit Card,2724.64,15,2315.94,2,4631.88,Professional,3
5565,2020-02-29,North America,MSI,Gaming Laptop,i9,NVIDIA GTX 1650,16,512,Windows 10,Gray,Reseller,Credit Card,2716,5,2580.2,2,5160.4,Enterprise,5
5566,2022-01-17,Europe,Asus,All-in-One,M1,Intel Iris,16,512,Windows 10,Gray,Retail Store,Debit Card,2940.6,20,2352.48,3,7057.44,Gamer,2
5567,2025-09-18,Europe,MSI,All-in-One,i9,Intel UHD,8,1024,Linux,White,Online,Credit Card,1344.29,15,1142.65,1,1142.65,Gamer,2
5568,2025-06-18,Asia-Pacific,Acer,Desktop,Ryzen 5,NVIDIA RTX 3060,32,2048,Linux,Blue,Retail Store,Debit Card,822.15,5,781.04,2,1562.08,Professional,5
5569,2023-10-11,Europe,Samsung,Desktop,Ryzen 3,NVIDIA RTX 3060,8,1024,Windows 10,Silver,Retail Store,Debit Card,1240.14,10,1116.13,1,1116.13,Student,1
5570,2025-08-22,Asia-Pacific,HP,All-in-One,M2,NVIDIA GTX 1650,4,2048,Windows 11,Blue,Online,Credit Card,2872.19,15,2441.36,3,7324.08,Enterprise,5
5571,2025-01-08,Europe,Samsung,Desktop,i7,NVIDIA RTX 2060,16,2048,Windows 11,Black,Retail Store,PayPal,772.16,10,694.94,2,1389.88,Enterprise,2
5572,2020-10-12,Europe,Razer,All-in-One,Ryzen 9,Intel UHD,8,512,Linux,Silver,Reseller,Credit Card,2043.37,0,2043.37,3,6130.11,Student,1
5573,2024-03-19,North America,Samsung,Laptop,i5,Intel Iris,16,512,Windows 10,Silver,Reseller,PayPal,440.59,5,418.56,2,837.12,Professional,3
5574,2020-07-04,Europe,Lenovo,Gaming Laptop,M1,NVIDIA RTX 3060,8,256,Windows 10,Blue,Retail Store,PayPal,1570.44,15,1334.87,1,1334.87,Gamer,2
5575,2024-10-08,Asia-Pacific,HP,All-in-One,Ryzen 7,AMD Radeon Vega,8,256,macOS,Silver,Reseller,Bank Transfer,689.68,5,655.2,1,655.2,Enterprise,1
5576,2024-06-25,Asia-Pacific,Samsung,Desktop,M1,NVIDIA RTX 2060,16,1024,Windows 10,White,Retail Store,Bank Transfer,1954.02,20,1563.22,1,1563.22,Professional,4
5577,2021-01-02,North America,Razer,All-in-One,M2,NVIDIA RTX 2060,32,2048,Windows 10,Black,Reseller,PayPal,2227.13,10,2004.42,2,4008.84,Gamer,4
5578,2020-09-05,North America,Razer,All-in-One,Ryzen 3,NVIDIA RTX 3060,32,256,macOS,Black,Online,Bank Transfer,1456.23,0,1456.23,2,2912.46,Gamer,2
5579,2021-04-05,North America,Razer,Laptop,i5,AMD Radeon Vega,32,512,macOS,Silver,Online,Credit Card,2299.15,10,2069.24,2,4138.48,Professional,3
5580,2022-07-21,Asia-Pacific,Asus,All-in-One,Ryzen 5,NVIDIA RTX 2060,32,2048,macOS,Silver,Online,Bank Transfer,2557.88,15,2174.2,2,4348.4,Gamer,4
5581,2022-08-10,Europe,Apple,Laptop,Ryzen 9,Intel UHD,32,512,macOS,Gray,Reseller,Debit Card,694.67,20,555.74,1,555.74,Student,1
5582,2021-11-30,North America,Lenovo,Laptop,i5,NVIDIA RTX 2060,16,1024,Linux,Gray,Online,PayPal,945.18,0,945.18,3,2835.54,Professional,3
5583,2023-05-30,North America,Microsoft,Gaming Laptop,M1,NVIDIA RTX 3060,4,512,Windows 11,Silver,Reseller,PayPal,1268.83,5,1205.39,2,2410.78,Gamer,1
5584,2023-08-19,North America,Dell,All-in-One,Ryzen 9,Intel UHD,16,512,Windows 11,White,Retail Store,Bank Transfer,1817.29,5,1726.43,3,5179.29,Student,1
5585,2024-01-05,Asia-Pacific,Razer,Desktop,i7,Intel UHD,16,512,Linux,Gray,Reseller,Credit Card,2654.25,10,2388.83,1,2388.83,Enterprise,3
5586,2025-01-10,Europe,Razer,Desktop,Ryzen 5,Intel Iris,32,256,macOS,Gray,Online,Debit Card,1267.3,0,1267.3,1,1267.3,Gamer,1
5587,2021-04-06,North America,MSI,All-in-One,Ryzen 5,Intel Iris,8,1024,macOS,Gray,Online,Bank Transfer,1314.52,20,1051.62,1,1051.62,Enterprise,5
5588,2024-11-27,Europe,Acer,Desktop,i9,Intel UHD,16,1024,Windows 10,Silver,Reseller,Credit Card,2458.03,20,1966.42,1,1966.42,Gamer,4
5589,2020-03-31,North America,Samsung,Desktop,M2,NVIDIA GTX 1650,4,2048,macOS,White,Reseller,PayPal,1042.2,0,1042.2,2,2084.4,Student,3
5590,2023-03-08,Europe,Acer,Desktop,i3,AMD Radeon Vega,32,256,Windows 11,Black,Online,Credit Card,2310.35,10,2079.32,3,6237.96,Professional,1
5591,2022-06-26,Asia-Pacific,Acer,Laptop,Ryzen 9,NVIDIA RTX 2060,32,512,Linux,White,Online,Bank Transfer,2228.02,20,1782.42,1,1782.42,Professional,3
5592,2024-09-11,North America,Asus,All-in-One,i5,NVIDIA RTX 2060,32,512,Windows 10,Silver,Retail Store,Bank Transfer,562.12,5,534.01,2,1068.02,Professional,3
5593,2024-02-29,North America,Microsoft,Desktop,M1,AMD Radeon Vega,16,2048,Windows 11,Gray,Reseller,PayPal,2908.26,0,2908.26,1,2908.26,Professional,5
5594,2021-05-31,Europe,Microsoft,All-in-One,M2,NVIDIA RTX 3060,32,1024,Linux,Gray,Retail Store,Bank Transfer,1136.73,5,1079.89,1,1079.89,Enterprise,4
5595,2022-08-12,North America,Samsung,Laptop,i3,NVIDIA RTX 2060,32,2048,Windows 11,Black,Reseller,Credit Card,839.63,10,755.67,1,755.67,Student,2
5596,2020-01-15,Europe,Lenovo,All-in-One,M1,NVIDIA GTX 1650,32,512,Windows 11,Silver,Online,Bank Transfer,2253.43,5,2140.76,2,4281.52,Gamer,2
