Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,CustomerSegment,CPU_family,GPU_family,y_true,p_high,pred
Asia-Pacific,Lenovo,Gaming Laptop,i5,NVIDIA GTX 1650,8,2048,macOS,White,Online,Debit Card,Student,i5,GTX 1650,1,0.3625,1
Europe,Asus,Gaming Laptop,i5,Intel Iris,8,2048,Windows 11,Blue,Retail Store,Debit Card,Gamer,i5,Intel Iris,1,0.405,1
Asia-Pacific,Asus,All-in-One,Ryzen 7,AMD Radeon Vega,8,512,Windows 11,Black,Online,Bank Transfer,Gamer,Ryzen 7,AMD Radeon Vega,0,0.3925,1
Asia-Pacific,Acer,Laptop,i7,Intel UHD,8,512,Windows 10,Blue,Online,Bank Transfer,Student,i7,Intel UHD,0,0.3925,1
Europe,HP,Gaming Laptop,i3,AMD Radeon Vega,16,1024,Windows 11,Silver,Reseller,Bank Transfer,Gamer,i3,AMD Radeon Vega,0,0.36,1
Asia-Pacific,Lenovo,Desktop,i9,AMD Radeon Vega,4,256,Windows 11,Gray,Reseller,Credit Card,Enterprise,i9,AMD Radeon Vega,0,0.375,1
Europe,Lenovo,Laptop,i3,NVIDIA RTX 2060,32,1024,Windows 11,Blue,Retail Store,Debit Card,Enterprise,i3,RTX 2060,0,0.4425,1
North America,Samsung,Gaming Laptop,i9,AMD Radeon Vega,8,256,Linux,Silver,Online,Debit Card,Gamer,i9,AMD Radeon Vega,0,0.4325,1
North America,Razer,All-in-One,Ryzen 5,Intel UHD,16,2048,macOS,Gray,Reseller,Credit Card,Professional,Ryzen 5,Intel UHD,0,0.495,1
Asia-Pacific,Razer,Desktop,Ryzen 7,AMD Radeon Vega,16,256,macOS,Blue,Reseller,Bank Transfer,Gamer,Ryzen 7,AMD Radeon Vega,0,0.495,1
Europe,MSI,Desktop,i3,Intel Iris,8,2048,Windows 11,Blue,Retail Store,Credit Card,Student,i3,Intel Iris,0,0.54,1
North America,MSI,All-in-One,Ryzen 3,NVIDIA GTX 1650,16,256,macOS,Gray,Online,Debit Card,Professional,Ryzen 3,GTX 1650,1,0.54,1
Europe,Dell,Laptop,i3,NVIDIA RTX 2060,8,1024,macOS,Silver,Reseller,Debit Card,Gamer,i3,RTX 2060,0,0.345,0
Asia-Pacific,MSI,All-in-One,Ryzen 3,NVIDIA GTX 1650,32,512,Windows 11,White,Online,Debit Card,Gamer,Ryzen 3,GTX 1650,0,0.3975,1
North America,Lenovo,Desktop,M2,Intel Iris,32,1024,Windows 11,Blue,Retail Store,Debit Card,Student,M2,Intel Iris,1,0.495,1
Europe,HP,Laptop,M1,AMD Radeon Vega,32,256,macOS,Gray,Retail Store,PayPal,Gamer,M1,AMD Radeon Vega,1,0.32,0
Asia-Pacific,Acer,Laptop,i3,NVIDIA RTX 3060,16,256,Linux,White,Online,PayPal,Student,i3,RTX 3060,1,0.4775,1
Europe,Lenovo,Gaming Laptop,i5,NVIDIA GTX 1650,16,1024,Linux,White,Retail Store,Credit Card,Professional,i5,GTX 1650,1,0.3675,1
Europe,Dell,Desktop,i3,NVIDIA RTX 2060,16,1024,macOS,Black,Online,PayPal,Professional,i3,RTX 2060,0,0.43,1
Asia-Pacific,Razer,Laptop,Ryzen 3,AMD Radeon Vega,8,1024,macOS,Silver,Online,Credit Card,Gamer,Ryzen 3,AMD Radeon Vega,0,0.3375,0
Asia-Pacific,Acer,Gaming Laptop,i7,Intel Iris,8,512,macOS,Silver,Retail Store,Bank Transfer,Student,i7,Intel Iris,0,0.4175,1
Europe,HP,Gaming Laptop,Ryzen 3,Intel UHD,4,256,macOS,Black,Retail Store,Credit Card,Enterprise,Ryzen 3,Intel UHD,1,0.41,1
North America,Razer,Laptop,Ryzen 7,NVIDIA RTX 2060,4,1024,macOS,Blue,Retail Store,PayPal,Gamer,Ryzen 7,RTX 2060,0,0.2425,0
North America,Razer,Desktop,Ryzen 9,Intel UHD,8,1024,Linux,White,Retail Store,Credit Card,Student,Ryzen 9,Intel UHD,1,0.4025,1
Asia-Pacific,Samsung,Desktop,i3,Intel Iris,8,256,Linux,Silver,Retail Store,Credit Card,Professional,i3,Intel Iris,1,0.395,1
Europe,Acer,Laptop,Ryzen 3,NVIDIA GTX 1650,8,256,Linux,Blue,Reseller,PayPal,Student,Ryzen 3,GTX 1650,0,0.4325,1
Asia-Pacific,Apple,Desktop,i9,Intel Iris,32,2048,macOS,Gray,Online,Debit Card,Professional,i9,Intel Iris,0,0.28,0
Europe,Samsung,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,16,2048,macOS,Gray,Reseller,Debit Card,Student,Ryzen 5,RTX 2060,1,0.32,0
North America,Apple,Gaming Laptop,M2,NVIDIA GTX 1650,16,256,macOS,Silver,Retail Store,PayPal,Gamer,M2,GTX 1650,1,0.4075,1
Europe,Samsung,Laptop,i7,NVIDIA RTX 2060,8,512,Windows 10,Gray,Online,Credit Card,Enterprise,i7,RTX 2060,1,0.34,0
Europe,Asus,Laptop,i5,NVIDIA GTX 1650,8,256,Windows 11,Silver,Online,Credit Card,Gamer,i5,GTX 1650,0,0.325,0
North America,MSI,Desktop,Ryzen 3,AMD Radeon Vega,32,512,macOS,Blue,Online,PayPal,Enterprise,Ryzen 3,AMD Radeon Vega,0,0.36,1
Europe,Dell,Laptop,i9,NVIDIA RTX 3060,16,256,Windows 10,White,Online,Bank Transfer,Enterprise,i9,RTX 3060,0,0.365,1
Asia-Pacific,Microsoft,Laptop,i5,AMD Radeon Vega,4,1024,Windows 10,Blue,Retail Store,Credit Card,Gamer,i5,AMD Radeon Vega,0,0.53,1
Asia-Pacific,Samsung,Laptop,M1,NVIDIA RTX 2060,16,512,Windows 11,White,Reseller,Bank Transfer,Enterprise,M1,RTX 2060,0,0.5075,1
North America,Lenovo,All-in-One,i7,NVIDIA RTX 2060,16,1024,Windows 10,White,Online,Bank Transfer,Gamer,i7,RTX 2060,1,0.46,1
North America,Microsoft,Gaming Laptop,M2,Intel UHD,4,2048,macOS,Gray,Online,PayPal,Enterprise,M2,Intel UHD,1,0.3125,0
Europe,Apple,All-in-One,i5,NVIDIA RTX 3060,4,2048,macOS,Black,Retail Store,Debit Card,Student,i5,RTX 3060,0,0.4675,1
North America,Microsoft,Laptop,Ryzen 3,NVIDIA RTX 3060,8,512,Linux,Gray,Online,PayPal,Student,Ryzen 3,RTX 3060,1,0.52,1
Asia-Pacific,Razer,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,Linux,Blue,Reseller,Debit Card,Professional,Ryzen 7,GTX 1650,0,0.4575,1
North America,Samsung,All-in-One,Ryzen 5,NVIDIA GTX 1650,8,512,Linux,Black,Online,PayPal,Student,Ryzen 5,GTX 1650,0,0.53,1
Europe,Asus,Desktop,Ryzen 9,NVIDIA GTX 1650,32,2048,macOS,Gray,Retail Store,Credit Card,Gamer,Ryzen 9,GTX 1650,0,0.305,0
Europe,HP,Gaming Laptop,Ryzen 5,AMD Radeon Vega,32,512,Linux,Silver,Reseller,PayPal,Professional,Ryzen 5,AMD Radeon Vega,1,0.3775,1
Europe,MSI,Gaming Laptop,Ryzen 5,Intel UHD,16,512,macOS,Blue,Retail Store,Credit Card,Enterprise,Ryzen 5,Intel UHD,1,0.3475,0
North America,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 3060,8,2048,macOS,Gray,Reseller,Credit Card,Gamer,Ryzen 7,RTX 3060,1,0.3175,0
Europe,Apple,Laptop,Ryzen 5,NVIDIA GTX 1650,16,512,macOS,Blue,Reseller,Credit Card,Professional,Ryzen 5,GTX 1650,1,0.4075,1
North America,HP,All-in-One,Ryzen 5,Intel Iris,16,2048,Windows 11,Black,Online,Credit Card,Professional,Ryzen 5,Intel Iris,1,0.355,1
Europe,Lenovo,Laptop,i9,Intel Iris,8,256,Windows 10,White,Online,Credit Card,Student,i9,Intel Iris,0,0.2675,0
Europe,Samsung,Desktop,i5,AMD Radeon Vega,32,256,Windows 10,White,Retail Store,PayPal,Professional,i5,AMD Radeon Vega,0,0.4125,1
North America,Apple,Desktop,Ryzen 7,AMD Radeon Vega,4,512,macOS,White,Retail Store,Bank Transfer,Gamer,Ryzen 7,AMD Radeon Vega,1,0.4725,1
North America,HP,Desktop,i5,NVIDIA GTX 1650,8,256,macOS,White,Online,Debit Card,Professional,i5,GTX 1650,0,0.5025,1
Europe,Dell,Desktop,i9,Intel UHD,4,512,Windows 10,Silver,Reseller,Bank Transfer,Professional,i9,Intel UHD,1,0.43,1
North America,Lenovo,Laptop,i3,NVIDIA GTX 1650,16,256,Linux,Black,Online,Debit Card,Gamer,i3,GTX 1650,0,0.45,1
North America,Acer,Gaming Laptop,i7,AMD Radeon Vega,4,2048,Linux,White,Online,Bank Transfer,Gamer,i7,AMD Radeon Vega,0,0.3525,1
Europe,Acer,Laptop,i9,Intel Iris,32,512,macOS,Gray,Online,Debit Card,Enterprise,i9,Intel Iris,0,0.385,1
Asia-Pacific,Razer,Desktop,Ryzen 7,Intel Iris,8,512,macOS,Gray,Reseller,Credit Card,Professional,Ryzen 7,Intel Iris,1,0.4525,1
North America,Lenovo,Desktop,Ryzen 9,AMD Radeon Vega,8,512,Linux,Black,Retail Store,Debit Card,Gamer,Ryzen 9,AMD Radeon Vega,0,0.4175,1
Asia-Pacific,Asus,Laptop,M1,NVIDIA RTX 3060,16,512,macOS,White,Online,Bank Transfer,Gamer,M1,RTX 3060,0,0.4325,1
Europe,Asus,All-in-One,i7,Intel UHD,16,1024,Linux,Gray,Reseller,Credit Card,Gamer,i7,Intel UHD,1,0.4475,1
Asia-Pacific,HP,Laptop,Ryzen 3,AMD Radeon Vega,8,1024,Windows 11,White,Retail Store,Bank Transfer,Student,Ryzen 3,AMD Radeon Vega,0,0.3375,0
Asia-Pacific,Asus,Gaming Laptop,Ryzen 7,AMD Radeon Vega,4,2048,Windows 11,Gray,Reseller,Bank Transfer,Enterprise,Ryzen 7,AMD Radeon Vega,0,0.43,1
Europe,Razer,All-in-One,M2,NVIDIA GTX 1650,4,1024,macOS,Silver,Retail Store,Debit Card,Enterprise,M2,GTX 1650,0,0.46,1
Asia-Pacific,Lenovo,Gaming Laptop,M1,Intel UHD,8,2048,macOS,Blue,Retail Store,Debit Card,Enterprise,M1,Intel UHD,1,0.3175,0
Europe,HP,Gaming Laptop,Ryzen 7,Intel Iris,32,1024,Windows 11,Blue,Online,Credit Card,Gamer,Ryzen 7,Intel Iris,0,0.32,0
North America,MSI,Desktop,Ryzen 5,NVIDIA RTX 3060,8,512,Linux,White,Reseller,Credit Card,Professional,Ryzen 5,RTX 3060,0,0.2925,0
Europe,Apple,All-in-One,Ryzen 3,Intel Iris,16,512,macOS,Silver,Reseller,Bank Transfer,Professional,Ryzen 3,Intel Iris,0,0.3875,1
North America,Acer,All-in-One,Ryzen 3,NVIDIA GTX 1650,8,2048,Windows 10,White,Online,Debit Card,Professional,Ryzen 3,GTX 1650,1,0.57,1
Europe,Asus,Laptop,i5,NVIDIA RTX 2060,32,512,Linux,Silver,Online,PayPal,Enterprise,i5,RTX 2060,0,0.2725,0
North America,Lenovo,Desktop,M2,AMD Radeon Vega,16,1024,Windows 11,White,Online,Debit Card,Professional,M2,AMD Radeon Vega,0,0.39,1
North America,Dell,All-in-One,i5,Intel Iris,8,2048,macOS,Black,Retail Store,PayPal,Professional,i5,Intel Iris,0,0.4075,1
North America,Microsoft,All-in-One,i5,AMD Radeon Vega,32,2048,macOS,Silver,Retail Store,Debit Card,Student,i5,AMD Radeon Vega,1,0.3325,0
Asia-Pacific,Razer,All-in-One,i5,NVIDIA RTX 3060,16,512,macOS,Blue,Retail Store,Bank Transfer,Gamer,i5,RTX 3060,0,0.3575,1
North America,HP,Desktop,i5,AMD Radeon Vega,16,1024,Linux,White,Online,Bank Transfer,Gamer,i5,AMD Radeon Vega,1,0.415,1
Asia-Pacific,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 3060,8,512,macOS,Black,Reseller,Bank Transfer,Enterprise,Ryzen 7,RTX 3060,0,0.5,1
Asia-Pacific,Microsoft,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,1024,Windows 11,Black,Retail Store,PayPal,Gamer,Ryzen 7,RTX 2060,0,0.2975,0
Europe,Dell,All-in-One,Ryzen 9,NVIDIA GTX 1650,4,1024,Windows 11,Gray,Retail Store,Debit Card,Gamer,Ryzen 9,GTX 1650,0,0.405,1
Europe,Razer,Laptop,M1,NVIDIA RTX 2060,8,2048,Windows 11,Gray,Online,Credit Card,Enterprise,M1,RTX 2060,0,0.3225,0
North America,Lenovo,All-in-One,i3,AMD Radeon Vega,16,1024,macOS,White,Reseller,Bank Transfer,Gamer,i3,AMD Radeon Vega,0,0.43,1
Europe,Dell,Laptop,i9,AMD Radeon Vega,4,2048,Windows 10,Silver,Reseller,Debit Card,Professional,i9,AMD Radeon Vega,0,0.425,1
North America,Dell,All-in-One,i9,NVIDIA GTX 1650,16,1024,Windows 11,Blue,Retail Store,PayPal,Gamer,i9,GTX 1650,1,0.365,1
Asia-Pacific,HP,Laptop,M1,NVIDIA RTX 3060,4,1024,macOS,Silver,Retail Store,Bank Transfer,Student,M1,RTX 3060,1,0.425,1
Asia-Pacific,Samsung,All-in-One,Ryzen 9,AMD Radeon Vega,16,256,Windows 11,Blue,Online,Bank Transfer,Professional,Ryzen 9,AMD Radeon Vega,0,0.3425,0
North America,Acer,Laptop,M2,Intel UHD,4,2048,macOS,White,Online,PayPal,Gamer,M2,Intel UHD,1,0.265,0
Asia-Pacific,Acer,Gaming Laptop,i3,NVIDIA RTX 2060,4,1024,Windows 10,Black,Retail Store,PayPal,Enterprise,i3,RTX 2060,0,0.3475,0
Asia-Pacific,Apple,Gaming Laptop,Ryzen 9,AMD Radeon Vega,4,512,macOS,Blue,Reseller,PayPal,Professional,Ryzen 9,AMD Radeon Vega,1,0.3975,1
North America,Microsoft,Gaming Laptop,i3,Intel Iris,8,512,macOS,White,Retail Store,PayPal,Student,i3,Intel Iris,0,0.3325,0
Europe,MSI,Gaming Laptop,Ryzen 5,AMD Radeon Vega,8,2048,macOS,Gray,Online,PayPal,Student,Ryzen 5,AMD Radeon Vega,0,0.505,1
Asia-Pacific,Samsung,Laptop,Ryzen 7,NVIDIA RTX 2060,4,1024,macOS,Black,Reseller,PayPal,Enterprise,Ryzen 7,RTX 2060,0,0.385,1
Asia-Pacific,Acer,All-in-One,i9,NVIDIA RTX 3060,4,256,macOS,Silver,Online,Debit Card,Enterprise,i9,RTX 3060,0,0.3575,1
North America,MSI,Desktop,i5,Intel Iris,4,1024,Linux,Silver,Retail Store,Debit Card,Student,i5,Intel Iris,1,0.51,1
Asia-Pacific,Apple,Gaming Laptop,i5,NVIDIA RTX 3060,16,256,macOS,White,Online,Bank Transfer,Student,i5,RTX 3060,1,0.575,1
Europe,Acer,Laptop,i3,NVIDIA RTX 3060,4,1024,macOS,Black,Online,PayPal,Gamer,i3,RTX 3060,0,0.29,0
Europe,HP,Gaming Laptop,i5,NVIDIA GTX 1650,16,1024,Linux,Black,Online,Credit Card,Student,i5,GTX 1650,0,0.4,1
Europe,Acer,Gaming Laptop,Ryzen 7,AMD Radeon Vega,32,256,Linux,Black,Online,Credit Card,Enterprise,Ryzen 7,AMD Radeon Vega,0,0.3425,0
Europe,HP,All-in-One,i3,Intel UHD,32,2048,Windows 10,White,Reseller,PayPal,Professional,i3,Intel UHD,0,0.4475,1
North America,Microsoft,Desktop,M1,AMD Radeon Vega,16,2048,Windows 11,Gray,Reseller,PayPal,Professional,M1,AMD Radeon Vega,1,0.39,1
Europe,Dell,Desktop,Ryzen 5,NVIDIA GTX 1650,32,1024,macOS,White,Reseller,Debit Card,Professional,Ryzen 5,GTX 1650,0,0.415,1
North America,Lenovo,Laptop,M1,Intel UHD,16,256,Windows 10,Silver,Retail Store,PayPal,Enterprise,M1,Intel UHD,0,0.3625,1
North America,Microsoft,All-in-One,M2,NVIDIA RTX 3060,8,1024,Windows 10,White,Retail Store,PayPal,Student,M2,RTX 3060,1,0.315,0
Asia-Pacific,Apple,Laptop,Ryzen 3,Intel UHD,16,256,macOS,Silver,Reseller,Credit Card,Student,Ryzen 3,Intel UHD,1,0.4625,1
Europe,HP,Desktop,i7,Intel UHD,8,1024,Windows 10,Silver,Reseller,Bank Transfer,Enterprise,i7,Intel UHD,1,0.37,1
Europe,Razer,Desktop,i7,NVIDIA GTX 1650,4,1024,Windows 10,White,Retail Store,PayPal,Professional,i7,GTX 1650,0,0.41,1
North America,Samsung,All-in-One,M1,NVIDIA RTX 2060,16,512,Windows 11,Black,Online,Debit Card,Enterprise,M1,RTX 2060,1,0.355,1
Asia-Pacific,Microsoft,Gaming Laptop,i3,NVIDIA GTX 1650,4,1024,macOS,Silver,Retail Store,PayPal,Enterprise,i3,GTX 1650,0,0.415,1
Europe,Samsung,Desktop,i7,Intel UHD,8,1024,macOS,Black,Reseller,Debit Card,Enterprise,i7,Intel UHD,0,0.33,0
Europe,Razer,Laptop,Ryzen 5,NVIDIA RTX 3060,16,2048,macOS,Silver,Retail Store,Bank Transfer,Student,Ryzen 5,RTX 3060,0,0.34,0
Europe,Lenovo,Desktop,M1,NVIDIA GTX 1650,32,256,Windows 10,White,Online,Credit Card,Enterprise,M1,GTX 1650,0,0.37,1
Asia-Pacific,Razer,Gaming Laptop,i7,NVIDIA RTX 3060,8,512,Windows 11,White,Reseller,PayPal,Professional,i7,RTX 3060,0,0.425,1
Asia-Pacific,Razer,Laptop,i7,AMD Radeon Vega,8,512,macOS,White,Reseller,Bank Transfer,Gamer,i7,AMD Radeon Vega,1,0.34,0
Asia-Pacific,Lenovo,All-in-One,i5,AMD Radeon Vega,32,1024,macOS,Gray,Online,Debit Card,Gamer,i5,AMD Radeon Vega,1,0.4075,1
Europe,Lenovo,Desktop,Ryzen 9,AMD Radeon Vega,8,512,macOS,Blue,Retail Store,PayPal,Enterprise,Ryzen 9,AMD Radeon Vega,1,0.4525,1
Asia-Pacific,Samsung,All-in-One,i5,NVIDIA RTX 2060,8,512,Windows 11,Gray,Reseller,Credit Card,Student,i5,RTX 2060,1,0.46,1
Europe,Microsoft,Gaming Laptop,i3,NVIDIA GTX 1650,16,1024,Windows 10,Blue,Reseller,Debit Card,Student,i3,GTX 1650,0,0.39,1
North America,Microsoft,Desktop,Ryzen 5,NVIDIA GTX 1650,8,1024,macOS,White,Online,Credit Card,Gamer,Ryzen 5,GTX 1650,0,0.3725,1
Asia-Pacific,MSI,All-in-One,i9,NVIDIA GTX 1650,8,512,Windows 11,Gray,Reseller,Debit Card,Student,i9,GTX 1650,0,0.3925,1
Europe,Asus,Gaming Laptop,i7,Intel UHD,8,256,Windows 10,Silver,Reseller,Bank Transfer,Enterprise,i7,Intel UHD,0,0.325,0
North America,MSI,Desktop,Ryzen 3,Intel Iris,16,2048,Windows 11,Gray,Retail Store,Debit Card,Gamer,Ryzen 3,Intel Iris,1,0.35,1
Asia-Pacific,Dell,All-in-One,Ryzen 5,NVIDIA RTX 2060,8,256,Windows 10,Blue,Online,PayPal,Enterprise,Ryzen 5,RTX 2060,0,0.4675,1
Europe,Microsoft,Gaming Laptop,Ryzen 9,Intel Iris,16,1024,Windows 11,White,Reseller,Credit Card,Enterprise,Ryzen 9,Intel Iris,0,0.4075,1
Asia-Pacific,Asus,Laptop,Ryzen 7,NVIDIA GTX 1650,32,1024,Windows 10,Black,Reseller,PayPal,Enterprise,Ryzen 7,GTX 1650,0,0.2225,0
Asia-Pacific,Samsung,All-in-One,Ryzen 5,Intel Iris,8,512,Linux,White,Retail Store,Debit Card,Enterprise,Ryzen 5,Intel Iris,0,0.375,1
Asia-Pacific,Samsung,Desktop,i9,NVIDIA GTX 1650,16,512,Windows 10,Silver,Reseller,PayPal,Gamer,i9,GTX 1650,0,0.3775,1
Europe,Acer,Desktop,Ryzen 5,NVIDIA RTX 3060,4,2048,Windows 11,Silver,Retail Store,Credit Card,Student,Ryzen 5,RTX 3060,0,0.365,1
North America,Dell,Desktop,i9,Intel Iris,4,256,Windows 11,Blue,Retail Store,PayPal,Student,i9,Intel Iris,1,0.4225,1
Europe,HP,All-in-One,M1,Intel UHD,8,2048,Windows 11,Blue,Retail Store,Credit Card,Gamer,M1,Intel UHD,0,0.42,1
Europe,HP,Gaming Laptop,i5,NVIDIA GTX 1650,32,512,Linux,White,Online,Bank Transfer,Enterprise,i5,GTX 1650,0,0.375,1
Europe,Razer,All-in-One,i3,Intel Iris,4,256,macOS,White,Reseller,Credit Card,Enterprise,i3,Intel Iris,1,0.465,1
Europe,Acer,All-in-One,Ryzen 5,NVIDIA GTX 1650,32,2048,Linux,Black,Online,Bank Transfer,Professional,Ryzen 5,GTX 1650,0,0.3575,1
Europe,MSI,All-in-One,i3,Intel Iris,32,1024,macOS,Blue,Online,Debit Card,Gamer,i3,Intel Iris,0,0.4425,1
Asia-Pacific,MSI,Desktop,Ryzen 7,NVIDIA GTX 1650,4,1024,Windows 11,Gray,Online,Bank Transfer,Gamer,Ryzen 7,GTX 1650,1,0.3525,1
Europe,Lenovo,Desktop,i5,Intel Iris,4,256,Linux,Gray,Retail Store,Bank Transfer,Student,i5,Intel Iris,1,0.4125,1
Europe,Asus,Laptop,Ryzen 3,Intel Iris,4,512,macOS,Silver,Reseller,PayPal,Gamer,Ryzen 3,Intel Iris,1,0.255,0
North America,Razer,Desktop,Ryzen 5,NVIDIA GTX 1650,16,1024,Linux,White,Online,PayPal,Enterprise,Ryzen 5,GTX 1650,0,0.4675,1
North America,Razer,Desktop,Ryzen 7,Intel Iris,4,512,Linux,Blue,Retail Store,Debit Card,Student,Ryzen 7,Intel Iris,0,0.385,1
North America,HP,All-in-One,Ryzen 3,NVIDIA RTX 3060,8,1024,macOS,Silver,Retail Store,Bank Transfer,Gamer,Ryzen 3,RTX 3060,0,0.22,0
Europe,Acer,Desktop,i9,Intel UHD,4,1024,Windows 10,White,Online,Bank Transfer,Enterprise,i9,Intel UHD,1,0.3625,1
North America,Apple,All-in-One,Ryzen 7,NVIDIA RTX 3060,32,512,macOS,Silver,Retail Store,PayPal,Gamer,Ryzen 7,RTX 3060,1,0.255,0
Asia-Pacific,Apple,Laptop,i9,Intel UHD,4,2048,macOS,Silver,Retail Store,Bank Transfer,Professional,i9,Intel UHD,1,0.1925,0
North America,MSI,Desktop,Ryzen 7,NVIDIA GTX 1650,8,1024,Windows 10,White,Online,PayPal,Professional,Ryzen 7,GTX 1650,0,0.3975,1
Asia-Pacific,Apple,Desktop,i7,NVIDIA GTX 1650,32,2048,macOS,Gray,Reseller,Debit Card,Gamer,i7,GTX 1650,1,0.3075,0
North America,Acer,All-in-One,Ryzen 9,NVIDIA RTX 2060,32,2048,Linux,Black,Reseller,Credit Card,Student,Ryzen 9,RTX 2060,0,0.4725,1
Europe,Samsung,All-in-One,M1,NVIDIA GTX 1650,4,1024,Linux,Blue,Reseller,PayPal,Enterprise,M1,GTX 1650,0,0.445,1
Asia-Pacific,Razer,Gaming Laptop,Ryzen 7,Intel UHD,8,2048,Linux,Blue,Reseller,Credit Card,Student,Ryzen 7,Intel UHD,0,0.39,1
Europe,Dell,Laptop,i9,NVIDIA RTX 3060,4,2048,Linux,Silver,Online,Credit Card,Student,i9,RTX 3060,0,0.32,0
Asia-Pacific,Asus,Desktop,Ryzen 5,AMD Radeon Vega,16,512,Linux,White,Reseller,Credit Card,Professional,Ryzen 5,AMD Radeon Vega,0,0.41,1
North America,Asus,All-in-One,i7,NVIDIA RTX 3060,8,1024,macOS,Silver,Reseller,Credit Card,Enterprise,i7,RTX 3060,1,0.46,1
Asia-Pacific,Lenovo,Gaming Laptop,Ryzen 3,Intel Iris,32,512,Windows 10,Blue,Reseller,Credit Card,Professional,Ryzen 3,Intel Iris,1,0.3675,1
Europe,Lenovo,Gaming Laptop,M1,Intel UHD,32,512,Linux,White,Online,Credit Card,Gamer,M1,Intel UHD,0,0.305,0
Europe,Lenovo,Gaming Laptop,M2,NVIDIA GTX 1650,16,512,Linux,White,Online,Bank Transfer,Student,M2,GTX 1650,1,0.415,1
Europe,Razer,All-in-One,M1,Intel Iris,16,512,Windows 11,Black,Online,PayPal,Enterprise,M1,Intel Iris,1,0.435,1
Asia-Pacific,Lenovo,Gaming Laptop,i7,NVIDIA GTX 1650,4,2048,Linux,White,Retail Store,Credit Card,Professional,i7,GTX 1650,1,0.3275,0
North America,Razer,Laptop,i3,Intel UHD,4,512,macOS,Gray,Retail Store,Bank Transfer,Professional,i3,Intel UHD,0,0.5175,1
Europe,Dell,Gaming Laptop,M1,NVIDIA RTX 3060,8,2048,Linux,Silver,Online,Bank Transfer,Enterprise,M1,RTX 3060,0,0.3375,0
North America,Samsung,Desktop,i5,AMD Radeon Vega,8,256,Windows 10,Gray,Reseller,PayPal,Student,i5,AMD Radeon Vega,1,0.4225,1
Asia-Pacific,HP,All-in-One,M2,NVIDIA RTX 3060,16,256,Windows 10,Blue,Reseller,Credit Card,Enterprise,M2,RTX 3060,1,0.32,0
Asia-Pacific,Microsoft,All-in-One,i7,Intel UHD,8,2048,Windows 10,White,Retail Store,Debit Card,Student,i7,Intel UHD,1,0.36,1
Europe,Asus,Gaming Laptop,Ryzen 5,NVIDIA RTX 3060,16,512,Windows 10,Silver,Retail Store,Credit Card,Professional,Ryzen 5,RTX 3060,0,0.4375,1
Asia-Pacific,MSI,All-in-One,i7,NVIDIA RTX 3060,4,512,Windows 11,Black,Reseller,PayPal,Student,i7,RTX 3060,0,0.425,1
Europe,Lenovo,Laptop,Ryzen 3,Intel UHD,16,1024,macOS,White,Online,Credit Card,Gamer,Ryzen 3,Intel UHD,1,0.35,1
Europe,HP,Laptop,Ryzen 7,AMD Radeon Vega,8,512,macOS,Silver,Online,Credit Card,Gamer,Ryzen 7,AMD Radeon Vega,0,0.355,1
Asia-Pacific,Dell,Desktop,i5,NVIDIA GTX 1650,32,512,macOS,Black,Online,PayPal,Student,i5,GTX 1650,0,0.4175,1
Asia-Pacific,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,1024,Windows 10,Black,Retail Store,Credit Card,Enterprise,Ryzen 7,RTX 2060,1,0.2825,0
Europe,MSI,All-in-One,M1,Intel Iris,32,512,macOS,White,Reseller,Debit Card,Professional,M1,Intel Iris,0,0.43,1
Europe,Acer,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,512,Linux,Silver,Reseller,Credit Card,Enterprise,Ryzen 7,RTX 2060,0,0.375,1
Europe,HP,Desktop,Ryzen 3,AMD Radeon Vega,4,512,Windows 11,Black,Online,Debit Card,Student,Ryzen 3,AMD Radeon Vega,0,0.49,1
North America,Apple,Laptop,Ryzen 5,NVIDIA RTX 3060,32,1024,macOS,Silver,Retail Store,Debit Card,Student,Ryzen 5,RTX 3060,0,0.3525,1
North America,HP,All-in-One,Ryzen 5,NVIDIA GTX 1650,32,512,Windows 10,White,Retail Store,Bank Transfer,Enterprise,Ryzen 5,GTX 1650,0,0.3675,1
Europe,MSI,Desktop,i7,Intel Iris,4,512,macOS,White,Retail Store,Debit Card,Professional,i7,Intel Iris,1,0.415,1
Asia-Pacific,Apple,All-in-One,Ryzen 5,NVIDIA RTX 2060,32,2048,macOS,Black,Retail Store,Credit Card,Professional,Ryzen 5,RTX 2060,1,0.325,0
Asia-Pacific,Samsung,All-in-One,Ryzen 5,Intel Iris,16,2048,Windows 10,Silver,Online,PayPal,Professional,Ryzen 5,Intel Iris,0,0.3475,0
Asia-Pacific,Samsung,Desktop,Ryzen 9,Intel UHD,32,2048,Windows 10,Blue,Online,PayPal,Gamer,Ryzen 9,Intel UHD,1,0.2825,0
